id,listingType,url,price,tagClassName,tagText,date,street,suburb,state,postcode,lat,lng,beds,baths,parking,propertyType,propertyTypeFormatted,isRural,landSize,landUnit,isRetirement
2018176734,listing,/64-dominion-circuit-forrest-act-2603-2018176734,,is-sold,Sold by private treaty 27 Feb 2023,20230227,64 Dominion Circuit,FORREST,ACT,2603,-35.3161049,149.118576,5,5,5,House,House,False,1765,m2,False
2018144115,listing,/40-109-canberra-avenue-griffith-act-2603-2018144115,,is-sold,Sold by private treaty 01 Mar 2023,20230301,40/109 Canberra Avenue,GRIFFITH,ACT,2603,-35.32167,149.146027,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018310714,listing,/1-10-somers-crescent-forrest-act-2603-2018310714,,is-sold,Sold by private treaty 03 Mar 2023,20230303,1/10 Somers Crescent,FORREST,ACT,2603,-35.3128777,149.122513,3,3,3,Townhouse,Townhouse,False,0,m2,False
2018342465,listing,/18-hann-street-griffith-act-2603-2018342465,,is-sold,Sold at auction 04 Mar 2023,20230304,18 Hann Street,GRIFFITH,ACT,2603,-35.3232269,149.136536,3,2,2,House,House,False,792,m2,False
2018143025,listing,/70-10-eyre-street-griffith-act-2603-2018143025,425000,is-sold,Sold by private treaty 10 Feb 2023,20230210,70/10 Eyre Street,GRIFFITH,ACT,2603,-35.31888,149.1402,1,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018189599,listing,/24-53-mcmillan-crescent-griffith-act-2603-2018189599,480000,is-sold,Sold by private treaty 03 Feb 2023,20230203,24/53 McMillan Crescent,GRIFFITH,ACT,2603,-35.3247833,149.151077,2,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018220274,listing,/14-alexander-street-red-hill-act-2603-2018220274,,is-sold,Sold by private treaty 07 Feb 2023,20230207,14 Alexander Street,RED HILL,ACT,2603,-35.3329849,149.125092,4,2,2,Townhouse,Townhouse,False,0,m2,False
2018234049,listing,/23-13-15-sturt-avenue-griffith-act-2603-2018234049,335000,is-sold,Sold by private treaty 03 Feb 2023,20230203,23/13-15 Sturt Avenue,GRIFFITH,ACT,2603,-35.32476,149.149414,1,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018234745,listing,/88-5-hely-street-griffith-act-2603-2018234745,740000,is-sold,Sold by private treaty 03 Feb 2023,20230203,88/5 Hely Street,GRIFFITH,ACT,2603,-35.3218956,149.147644,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018268471,listing,/22-somers-crescent-forrest-act-2603-2018268471,,is-sold,Sold at auction 04 Feb 2023,20230204,22 Somers Crescent,FORREST,ACT,2603,-35.3125153,149.121216,4,2,2,Townhouse,Townhouse,False,0,m2,False
2018275371,listing,/208-107-canberra-avenue-griffith-act-2603-2018275371,708600,is-sold,Sold by private treaty 13 Feb 2023,20230213,208/107 Canberra Avenue,GRIFFITH,ACT,2603,-35.32157,149.145523,2,2,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018285532,listing,/10-2-cunningham-street-griffith-act-2603-2018285532,642000,is-sold,Sold by private treaty 13 Feb 2023,20230213,10/2 Cunningham Street,GRIFFITH,ACT,2603,-35.3210564,149.143539,2,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018300408,listing,/25-36-canberra-avenue-forrest-act-2603-2018300408,730000,is-sold,Sold by private treaty 02 Feb 2023,20230202,25/36 Canberra Avenue,FORREST,ACT,2603,-35.31731,149.131714,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018302699,listing,/4-13-15-sturt-avenue-griffith-act-2603-2018302699,,is-sold,Sold by private treaty 08 Feb 2023,20230208,4/13-15 Sturt Avenue,GRIFFITH,ACT,2603,-35.32476,149.149414,2,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018311024,listing,/14-dalrymple-street-red-hill-act-2603-2018311024,1420000,is-sold,Sold at auction 18 Feb 2023,20230218,14 Dalrymple Street,RED HILL,ACT,2603,-35.3399467,149.136719,3,1,1,House,House,False,840,m2,False
2018326696,listing,/1-16-discovery-street-red-hill-act-2603-2018326696,743500,is-sold,Sold by private treaty 21 Feb 2023,20230221,1/16 Discovery Street,RED HILL,ACT,2603,-35.341,149.134354,2,2,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018326838,listing,/45-111-canberra-avenue-griffith-act-2603-2018326838,,is-sold,Sold by private treaty 24 Feb 2023,20230224,45/111 Canberra Avenue,GRIFFITH,ACT,2603,-35.3217621,149.146408,3,2,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018333187,listing,/28-23-state-circle-forrest-act-2603-2018333187,,is-sold,Sold prior to auction 14 Feb 2023,20230214,28/23 State Circle,FORREST,ACT,2603,-35.3120422,149.121643,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018342335,listing,/31-56-stuart-street-griffith-act-2603-2018342335,,is-sold,Sold by private treaty 24 Feb 2023,20230224,31/56 Stuart Street,GRIFFITH,ACT,2603,-35.3287926,149.141434,1,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018342358,listing,/57-cygnet-crescent-red-hill-act-2603-2018342358,,is-sold,Sold at auction 04 Mar 2023,20230304,57 Cygnet Crescent,RED HILL,ACT,2603,-35.3426323,149.129761,4,2,2,House,House,False,0,m2,False
2017851646,listing,/22-7-state-circle-forrest-act-2603-2017851646,,is-sold,Sold by private treaty 21 Dec 2022,20221221,22/7 State Circle,FORREST,ACT,2603,-35.3129234,149.126282,4,4,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
