id,listingType,url,price,tagClassName,tagText,date,street,suburb,state,postcode,lat,lng,beds,baths,parking,propertyType,propertyTypeFormatted,isRural,landSize,landUnit,isRetirement
2017580321,listing,/8-porter-street-morwell-vic-3840-2017580321,320000,is-sold,Sold by private treaty 21 Feb 2023,20230221,8 Porter Street,MORWELL,VIC,3840,-38.21834,146.420883,3,3,3,House,House,False,592.0,m2,False
2017716007,listing,/166-vincent-rd-morwell-vic-3840-2017716007,,is-sold,Sold by private treaty 23 Feb 2023,20230223,166 Vincent Rd,MORWELL,VIC,3840,-38.2259827,146.415466,3,3,3,House,House,False,697.0,m2,False
2017753492,listing,/lot-2-monash-way-hazelwood-north-vic-3840-2017753492,,is-sold,Sold by private treaty 16 Feb 2023,20230216,Lot 2 Monash Way,HAZELWOOD NORTH,VIC,3840,-38.2411537,146.420242,,,,Rural,Rural,True,16.19,ha,False
2017777190,listing,/2-gona-st-morwell-vic-3840-2017777190,,is-sold,Sold by private treaty 21 Feb 2023,20230221,2 Gona St,MORWELL,VIC,3840,-38.2356567,146.422363,3,3,3,House,House,False,725.0,m2,False
2017805890,listing,/10-titree-road-hazelwood-north-vic-3840-2017805890,,is-sold,Sold by private treaty 20 Feb 2023,20230220,10 Titree Road,HAZELWOOD NORTH,VIC,3840,-38.26891,146.457855,4,4,4,House,House,False,23300.0,m2,False
2017842421,listing,/32-nindoo-drive-morwell-vic-3840-2017842421,,is-sold,Sold by private treaty 23 Feb 2023,20230223,32 Nindoo Drive,MORWELL,VIC,3840,-38.22534,146.4378,6,6,6,House,House,False,707.0,m2,False
2017900465,listing,/20-dayble-street-morwell-vic-3840-2017900465,310000,is-sold,Sold by private treaty 09 Feb 2023,20230209,20 Dayble Street,MORWELL,VIC,3840,-38.2205849,146.425613,2,2,2,House,House,False,642.0,m2,False
2017952663,listing,/12-madden-street-morwell-vic-3840-2017952663,320000,is-sold,Sold by private treaty 10 Feb 2023,20230210,12 Madden Street,MORWELL,VIC,3840,-38.23156,146.393768,2,2,2,House,House,False,669.0,m2,False
2018041684,listing,/13-tobruk-st-morwell-vic-3840-2018041684,,is-sold,Sold by private treaty 21 Feb 2023,20230221,13 Tobruk St,MORWELL,VIC,3840,-38.23285,146.4165,2,2,2,House,House,False,585.0,m2,False
2018119627,listing,/35-hopetoun-ave-morwell-vic-3840-2018119627,,is-sold,Sold by private treaty 22 Feb 2023,20230222,35 Hopetoun Ave,MORWELL,VIC,3840,-38.2343826,146.403366,,,,VacantLand,Vacant land,False,736.0,m2,False
2018120149,listing,/5-sowerby-road-morwell-vic-3840-2018120149,705000,is-sold,Sold by private treaty 13 Feb 2023,20230213,5 Sowerby Road,MORWELL,VIC,3840,-38.2246056,146.410187,4,4,4,House,House,False,682.0,m2,False
2018120878,listing,/1-3-5-fumina-court-morwell-vic-3840-2018120878,650000,is-sold,Sold by private treaty 10 Feb 2023,20230210,1-3/5 Fumina Court,MORWELL,VIC,3840,-38.2248878,146.434128,6,6,6,BlockOfUnits,Block of Units,False,786.0,m2,False
2018146737,listing,/6-22-24-ann-street-morwell-vic-3840-2018146737,292500,is-sold,Sold by private treaty 13 Feb 2023,20230213,6/22-24 Ann Street,MORWELL,VIC,3840,-38.23828,146.392365,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,249.0,m2,False
2018180653,listing,/26-hopetoun-avenue-morwell-vic-3840-2018180653,360000,is-sold,Sold by private treaty 17 Feb 2023,20230217,26 Hopetoun Avenue,MORWELL,VIC,3840,-38.2357521,146.403336,3,3,3,House,House,False,837.0,m2,False
2018185997,listing,/60-churchill-road-morwell-vic-3840-2018185997,270000,is-sold,Sold by private treaty 10 Feb 2023,20230210,60 Churchill Road,MORWELL,VIC,3840,-38.23518,146.41861,2,2,2,House,House,False,833.0,m2,False
2018193746,listing,/11-285-287-princes-drive-morwell-vic-3840-2018193746,280000,is-sold,Sold by private treaty 17 Feb 2023,20230217,11/285-287 Princes Drive,MORWELL,VIC,3840,-38.23826,146.407,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,299.0,m2,False
2018264353,listing,/6-parkview-bvd-morwell-vic-3840-2018264353,,is-sold,Sold by private treaty 08 Feb 2023,20230208,6 Parkview Bvd,MORWELL,VIC,3840,-37.95806,145.272324,,,,VacantLand,Vacant land,False,722.0,m2,False
2018283335,listing,/1-donald-street-morwell-vic-3840-2018283335,370000,is-sold,Sold by private treaty 14 Feb 2023,20230214,1 Donald Street,MORWELL,VIC,3840,-38.23183,146.409592,3,3,3,House,House,False,638.0,m2,False
2018287397,listing,/7-alamein-street-morwell-vic-3840-2018287397,,is-sold,Sold by private treaty 10 Feb 2023,20230210,7 Alamein Street,MORWELL,VIC,3840,-38.2326164,146.4176,3,3,3,House,House,False,735.0,m2,False
2018295952,listing,/14-buna-street-morwell-vic-3840-2018295952,268000,is-sold,Sold by private treaty 10 Feb 2023,20230210,14 Buna Street,MORWELL,VIC,3840,-38.2348061,146.42131,2,2,2,House,House,False,663.0,m2,False
2018097468,listing,/120-vary-street-morwell-vic-3840-2018097468,,is-sold,Sold by private treaty 04 Mar 2023,20230304,120 vary Street,MORWELL,VIC,3840,-38.2240028,146.426041,3,3,3,House,House,False,0.0,m2,False
2018054309,listing,/unit-1-14a-ann-st-morwell-vic-3840-2018054309,,is-sold,Sold by private treaty 06 Mar 2023,20230306,Unit 1/14A Ann St,MORWELL,VIC,3840,-38.2380257,146.391525,2,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018303967,listing,/38-alamein-st-morwell-vic-3840-2018303967,,is-sold,Sold by private treaty 06 Mar 2023,20230306,38 Alamein St,MORWELL,VIC,3840,-38.2333641,146.420486,2,1,1,House,House,False,0,m2,False
2018221726,listing,/44-bellarine-circuit-morwell-vic-3840-2018221726,425000,is-sold,Sold by private treaty 09 Mar 2023,20230309,44 Bellarine Circuit,MORWELL,VIC,3840,-38.2279549,146.393509,4,2,2,House,House,False,668,m2,False
2018263866,listing,/7-fraser-street-morwell-vic-3840-2018263866,425000,is-sold,Sold by private treaty 09 Mar 2023,20230309,7 Fraser Street,MORWELL,VIC,3840,-38.22592,146.42482,3,1,6,House,House,False,760,m2,False
