id,listingType,url,price,tagClassName,tagText,date,street,suburb,state,postcode,lat,lng,beds,baths,parking,propertyType,propertyTypeFormatted,isRural,landSize,landUnit,isRetirement
2018346532,listing,/1735-point-nepean-road-capel-sound-vic-3940-2018346532,1370000,is-sold,Sold by private treaty 28 Feb 2023,20230228,1735 Point Nepean Road,CAPEL SOUND,VIC,3940,-38.365963,144.868027,4,4,4,House,House,False,929,m2,False
2018337301,listing,/6-whimbrel-court-capel-sound-vic-3940-2018337301,,is-sold,Sold by private treaty 27 Feb 2023,20230227,6 Whimbrel Court,CAPEL SOUND,VIC,3940,-38.3780441,144.880066,3,3,3,House,House,False,866,m2,False
2018138543,listing,/1-38-florence-avenue-capel-sound-vic-3940-2018138543,605000,is-sold,Sold by private treaty 02 Mar 2023,20230302,1/38 Florence Avenue,CAPEL SOUND,VIC,3940,-38.36954,144.865234,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,127,m2,False
2018317179,listing,/373-eastbourne-road-capel-sound-vic-3940-2018317179,826000,is-sold,Sold at auction 04 Mar 2023,20230304,373 Eastbourne Road,CAPEL SOUND,VIC,3940,-38.36736,144.875809,5,2,2,House,House,False,450,m2,False
2017432086,listing,/1579-point-nepean-road-capel-sound-vic-3940-2017432086,1390000,is-sold,Sold by private treaty 07 Feb 2023,20230207,1579 Point Nepean Road,CAPEL SOUND,VIC,3940,-38.36311,144.879456,9,3,,House,House,False,757,m2,False
2018066148,listing,/8-wynne-street-capel-sound-vic-3940-2018066148,800000,is-sold,Sold by private treaty 03 Feb 2023,20230203,8 Wynne Street,CAPEL SOUND,VIC,3940,-38.3708725,144.863052,3,1,5,House,House,False,732,m2,False
2018105893,listing,/3-37-truemans-road-capel-sound-vic-3940-2018105893,785000,is-sold,Sold by private treaty 31 Jan 2023,20230131,3/37 Truemans Road,CAPEL SOUND,VIC,3940,-38.36844,144.8629,3,2,2,Townhouse,Townhouse,False,223,m2,False
2018180521,listing,/1-59-grenville-grove-capel-sound-vic-3940-2018180521,830000,is-sold,Sold by private treaty 14 Feb 2023,20230214,1/59 Grenville Grove,CAPEL SOUND,VIC,3940,-38.36926,144.8637,4,3,2,Townhouse,Townhouse,False,251,m2,False
2018190323,listing,/8-lyme-court-capel-sound-vic-3940-2018190323,665000,is-sold,Sold by private treaty 03 Mar 2023,20230303,8 Lyme Court,CAPEL SOUND,VIC,3940,-38.37538,144.867432,3,1,2,House,House,False,416,m2,False
2018207882,listing,/62-allambi-avenue-capel-sound-vic-3940-2018207882,,is-sold,Sold by private treaty 01 Feb 2023,20230201,62 Allambi Avenue,CAPEL SOUND,VIC,3940,-38.3733673,144.88269,3,1,1,House,House,False,587,m2,False
2018247413,listing,/9-1675-point-nepean-road-capel-sound-vic-3940-2018247413,470000,is-sold,Sold at auction 04 Feb 2023,20230204,9/1675 Point Nepean Road,CAPEL SOUND,VIC,3940,-38.3648224,144.874527,2,1,1,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2018250906,listing,/17-teal-street-capel-sound-vic-3940-2018250906,,is-sold,Sold at auction 04 Feb 2023,20230204,17 Teal Street,CAPEL SOUND,VIC,3940,-38.3747444,144.861237,4,1,3,House,House,False,846,m2,False
