id,listingType,url,price,tagClassName,tagText,date,street,suburb,state,postcode,lat,lng,beds,baths,parking,propertyType,propertyTypeFormatted,isRural,landSize,landUnit,isRetirement
2016064016,listing,/78-north-shore-drive-dongara-wa-6525-2016064016,110000,is-sold,Sold by private treaty 28 Dec 2022,20221228,78 North Shore Drive,DONGARA,WA,6525,-29.24606,114.920967,,,,VacantLand,Vacant land,False,850.0,m2,False
2016752125,listing,/16-scott-road-dongara-wa-6525-2016752125,91500,is-sold,Sold by private treaty 17 Feb 2023,20230217,16 Scott Road,DONGARA,WA,6525,-29.2476864,114.930573,,,,VacantLand,Vacant land,False,844.0,m2,False
2017489891,listing,/2-43a-flanagan-way-dongara-wa-6525-2017489891,340000,is-sold,Sold by private treaty 28 Nov 2022,20221128,2/43A Flanagan Way,DONGARA,WA,6525,-29.24678,114.926285,3,3,3,House,House,False,482.0,m2,False
2017560795,listing,/lot-23-brand-highway-bookara-wa-6525-2017560795,155000,is-sold,Sold by private treaty 01 Dec 2022,20221201,Lot 23 Brand Highway,BOOKARA,WA,6525,-29.0965328,114.881516,,,,VacantLand,Vacant land,True,17.85,ha,False
2017697448,listing,/8-emily-way-dongara-wa-6525-2017697448,650000,is-sold,Sold by private treaty 08 Dec 2022,20221208,8 Emily Way,DONGARA,WA,6525,-29.2451344,114.921349,3,3,3,House,House,False,804.0,m2,False
2017802035,listing,/30257-brand-highway-dongara-wa-6525-2017802035,580000,is-sold,Sold by private treaty 01 Dec 2022,20221201,30257 Brand Highway,DONGARA,WA,6525,-29.2545357,114.951981,4,4,4,House,House,False,10117.0,m2,False
2017875465,listing,/30648-brand-highway-dongara-wa-6525-2017875465,540000,is-sold,Sold by private treaty 06 Dec 2022,20221206,30648 Brand Highway,DONGARA,WA,6525,-29.2324867,114.932663,3,3,3,House,House,True,7.17,ha,False
2017883397,listing,/101-springfield-drive-springfield-wa-6525-2017883397,,is-sold,Sold by private treaty 15 Dec 2022,20221215,101 Springfield Drive,SPRINGFIELD,WA,6525,-29.2745476,114.950783,3,3,3,House,House,True,2.0,ha,False
2017901096,listing,/28-north-shore-drive-dongara-wa-6525-2017901096,328000,is-sold,Sold by private treaty 21 Nov 2022,20221121,28 North Shore Drive,DONGARA,WA,6525,-29.2499161,114.923157,3,3,3,House,House,False,860.0,m2,False
2017919026,listing,/5-irwin-crescent-dongara-wa-6525-2017919026,290000,is-sold,Sold by private treaty 20 Nov 2022,20221120,5 Irwin Crescent,DONGARA,WA,6525,-29.2490273,114.934013,2,2,2,House,House,False,957.0,m2,False
2017919743,listing,/53-damia-circle-port-denison-wa-6525-2017919743,,is-sold,Sold by private treaty 29 Nov 2022,20221129,53 Damia Circle,PORT DENISON,WA,6525,-29.26576,114.9315,4,4,4,House,House,False,350.0,m2,False
2017920296,listing,/lot-1448-mallee-road-yardarino-wa-6525-2017920296,575000,is-sold,Sold by private treaty 28 Dec 2022,20221228,Lot 1448 Mallee Road,YARDARINO,WA,6525,-29.2636929,114.952652,4,4,4,House,House,False,258998.0,m2,False
2017947589,listing,/9-damia-circle-port-denison-wa-6525-2017947589,3000,is-sold,Sold by private treaty 17 Feb 2023,20230217,9 Damia Circle,PORT DENISON,WA,6525,-29.2647343,114.930252,4,4,4,House,House,False,380.0,m2,False
2017983223,listing,/28-damia-circle-port-denison-wa-6525-2017983223,308000,is-sold,Sold by private treaty 25 Nov 2022,20221125,28 Damia Circle,PORT DENISON,WA,6525,-29.26537,114.931282,3,3,3,House,House,False,351.0,m2,False
2018041835,listing,/6-canny-place-port-denison-wa-6525-2018041835,310000,is-sold,Sold by private treaty 29 Jan 2023,20230129,6 Canny Place,PORT DENISON,WA,6525,-29.2583714,114.9315,3,3,3,House,House,False,805.0,m2,False
2018128632,listing,/lot-46-fripp-street-irwin-wa-6525-2018128632,450000,is-sold,Sold by private treaty 01 Dec 2022,20221201,Lot 46 Fripp Street,IRWIN,WA,6525,-29.2204876,115.08017,4,4,4,House,House,False,20234.0,m2,False
2018153619,listing,/18-gillam-drive-dongara-wa-6525-2018153619,515000,is-sold,Sold by private treaty 16 Nov 2022,20221116,18 Gillam Drive,DONGARA,WA,6525,-29.24741,114.92363,4,4,4,House,House,False,800.0,m2,False
2018255852,listing,/66-hidden-valley-close-dongara-wa-6525-2018255852,947000,is-sold,Sold by private treaty 23 Jan 2023,20230123,66 Hidden Valley Close,DONGARA,WA,6525,-29.2280636,114.9239,4,4,4,House,House,True,1.03,ha,False
2018270245,listing,/16-50-waldeck-street-dongara-wa-6525-2018270245,70000,is-sold,Sold by private treaty 21 Feb 2023,20230221,16/50 Waldeck Street,DONGARA,WA,6525,-29.2471619,114.9318,2,2,2,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,m2,False
2018272951,listing,/4-canny-place-port-denison-wa-6525-2018272951,335000,is-sold,Sold by private treaty 06 Feb 2023,20230206,4 Canny Place,PORT DENISON,WA,6525,-29.2583771,114.931686,3,3,3,House,House,False,805.0,m2,False
2017789864,listing,/6-50-waldeck-street-dongara-wa-6525-2017789864,25000,is-sold,Sold by private treaty 15 Nov 2022,20221115,6/50 Waldeck Street,DONGARA,WA,6525,-29.2471619,114.9318,1,1,,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2017837692,listing,/33-francis-road-port-denison-wa-6525-2017837692,495000,is-sold,Sold by private treaty 08 Feb 2023,20230208,33 Francis Road,PORT DENISON,WA,6525,-29.2621918,114.932281,4,2,2,House,House,False,704,m2,False
2018104637,listing,/33-premier-circle-dongara-wa-6525-2018104637,460000,is-sold,Sold by private treaty 15 Nov 2022,20221115,33 Premier Circle,DONGARA,WA,6525,-29.2460041,114.924034,3,2,2,House,House,False,782,m2,False
2018136599,listing,/145-brennand-road-dongara-wa-6525-2018136599,840000,is-sold,Sold by private treaty 15 Dec 2022,20221215,145 Brennand Road,DONGARA,WA,6525,-29.2276936,114.925865,4,2,2,House,House,True,1.02,ha,False
2016628670,listing,/30-hunts-road-dongara-wa-6525-2016628670,40000,is-sold,Sold by private treaty 05 Oct 2022,20221005,30 Hunts Road,DONGARA,WA,6525,-29.2522926,114.934738,,,,VacantLand,Vacant land,False,1618,m2,False
2017292129,listing,/16-retreat-boulevard-port-denison-wa-6525-2017292129,229000,is-sold,Sold by private treaty 26 Aug 2022,20220826,16 Retreat Boulevard,PORT DENISON,WA,6525,-29.2561779,114.924225,,,,VacantLand,Vacant land,False,812,m2,False
2017366934,listing,/26-ocean-drive-port-denison-wa-6525-2017366934,275000,is-sold,Sold by private treaty 05 Aug 2022,20220805,26 Ocean Drive,PORT DENISON,WA,6525,-29.2575912,114.9303,3,1,2,House,House,False,850,m2,False
2017393188,listing,/20-bayliss-road-dongara-wa-6525-2017393188,110000,is-sold,Sold by private treaty 21 Oct 2022,20221021,20 Bayliss Road,DONGARA,WA,6525,-29.2484,114.935577,,,,VacantLand,Vacant land,False,0,m2,False
2017641073,listing,/5-carter-road-dongara-wa-6525-2017641073,200000,is-sold,Sold by private treaty 20 Sep 2022,20220920,5 Carter Road,DONGARA,WA,6525,-29.2474766,114.943565,,,,VacantLand,Vacant land,False,2211,m2,False
2017684699,listing,/270-steele-road-dongara-wa-6525-2017684699,517000,is-sold,Sold by private treaty 28 Sep 2022,20220928,270 Steele Road,DONGARA,WA,6525,-29.2032261,114.945961,3,1,2,House,House,True,40.83,ha,False
2017767257,listing,/lot-101-padbury-road-bookara-wa-6525-2017767257,165000,is-sold,Sold by private treaty 24 Aug 2022,20220824,Lot 101 Padbury Road,BOOKARA,WA,6525,-29.1619511,114.91626,,,,VacantLand,Vacant land,True,15.48,ha,False
2017767258,listing,/33-flanagan-way-dongara-wa-6525-2017767258,280000,is-sold,Sold by private treaty 25 Oct 2022,20221025,33 Flanagan Way,DONGARA,WA,6525,-29.2480621,114.926727,3,1,2,House,House,False,845,m2,False
2017846860,listing,/17-mason-crescent-port-denison-wa-6525-2017846860,535000,is-sold,Sold by private treaty 15 Nov 2022,20221115,17 Mason Crescent,PORT DENISON,WA,6525,-29.26035,114.930412,4,2,2,House,House,False,724,m2,False
2017850130,listing,/7-123-point-leander-drive-port-denison-wa-6525-2017850130,147000,is-sold,Sold by private treaty 31 Oct 2022,20221031,7/123 Point Leander Drive,PORT DENISON,WA,6525,-29.2681961,114.924835,3,1,1,House,House,False,188,m2,False
2017865443,listing,/5-pickering-drive-dongara-wa-6525-2017865443,275000,is-sold,Sold by private treaty 14 Oct 2022,20221014,5 Pickering Drive,DONGARA,WA,6525,-29.24581,114.930809,4,2,1,House,House,False,849,m2,False
2017865444,listing,/81-padbury-road-bookara-wa-6525-2017865444,450000,is-sold,Sold by private treaty 13 Aug 2022,20220813,81 Padbury Road,BOOKARA,WA,6525,-29.165987,114.921425,3,1,1,House,House,True,15.17,ha,False
2017886430,listing,/23-plester-street-port-denison-wa-6525-2017886430,320000,is-sold,Sold by private treaty 10 Aug 2022,20220810,23 Plester Street,PORT DENISON,WA,6525,-29.2622547,114.926262,3,1,2,House,House,False,865,m2,False
2018000620,listing,/25-church-street-dongara-wa-6525-2018000620,430000,is-sold,Sold by private treaty 24 Aug 2022,20220824,25 Church Street,DONGARA,WA,6525,-29.2517471,114.926773,4,2,2,House,House,False,780,m2,False
2018061944,listing,/18-bayliss-road-dongara-wa-6525-2018061944,630000,is-sold,Sold by private treaty 04 Nov 2022,20221104,18 Bayliss Road,DONGARA,WA,6525,-29.2481976,114.935379,4,2,2,House,House,False,2001,m2,False
2018113285,listing,/39-fane-road-bonniefield-wa-6525-2018113285,193000,is-sold,Sold by private treaty 13 Oct 2022,20221013,39 Fane Road,BONNIEFIELD,WA,6525,-29.1819267,114.921509,,,,VacantLand,Vacant land,True,15.01,ha,False
2014320093,listing,/6-sea-ripple-avenue-port-denison-wa-6525-2014320093,520000,is-sold,Sold by private treaty 27 Jun 2022,20220627,6 Sea Ripple Avenue,PORT DENISON,WA,6525,-29.280035,114.922043,4,2,4,House,House,False,753,m2,False
2017372970,listing,/7-mitchell-heights-dongara-wa-6525-2017372970,444000,is-sold,Sold by private treaty 12 May 2022,20220512,7 Mitchell Heights,DONGARA,WA,6525,-29.24675,114.929276,4,2,2,House,House,False,731,m2,False
2017435620,listing,/21-123-point-leander-drive-port-denison-wa-6525-2017435620,95000,is-sold,Sold by private treaty 02 May 2022,20220502,21/123 Point Leander Drive,PORT DENISON,WA,6525,-29.2681961,114.924835,1,1,,ApartmentUnitFlat,Apartment / Unit / Flat,False,0,m2,False
2017560796,listing,/lot-2109-yardarino-yardarino-wa-6525-2017560796,300000,is-sold,Sold by private treaty 09 May 2022,20220509,Lot 2109 Yardarino,YARDARINO,WA,6525,-29.25938,115.00605,,,,VacantLand,Vacant land,False,0,m2,False
